x,y,z,w,name,room,bedroom,livingroom,kitchen,bathroom,game_dateandtime,timestamp,hygiene,hunger,bladder,social,energy,fun,elapsed_time,hour,minute,weekday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:27 AM,12/20/2024 15:44:56,76.34397,83.94998,-55.72776,97.62959,58.95651,0,214059.2,11.46089,27.65332,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:27 AM,12/20/2024 15:44:56,76.34397,83.94998,-55.72776,97.62959,58.95651,0,214075.2,11.46534,27.92017,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:28 AM,12/20/2024 15:44:57,79.81085,83.79997,-55.9411,97.59255,58.82316,0,214091.2,11.46978,28.18677,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:28 AM,12/20/2024 15:44:57,79.81085,83.79997,-55.9411,97.59255,58.82316,0,214107.2,11.47422,28.45337,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:28 AM,12/20/2024 15:44:57,79.81085,83.79997,-55.9411,97.59255,58.82316,0,214123.2,11.47867,28.71997,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:28 AM,12/20/2024 15:44:57,83.27667,83.65001,-56.15438,97.55553,58.68985,0,214139.2,11.48311,28.98682,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:29 AM,12/20/2024 15:44:57,83.27667,83.65001,-56.15438,97.55553,58.68985,0,214155.2,11.48756,29.25342,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:29 AM,12/20/2024 15:44:57,83.27667,83.65001,-56.15438,97.55553,58.68985,0,214171.2,11.492,29.52002,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:29 AM,12/20/2024 15:44:57,86.74355,83.5,-56.36773,97.51849,58.5565,0,214187.2,11.49644,29.78687,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:30 AM,12/20/2024 15:44:57,86.74355,83.5,-56.36773,97.51849,58.5565,0,214203.2,11.50089,30.05347,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:30 AM,12/20/2024 15:44:57,86.74355,83.5,-56.36773,97.51849,58.5565,0,214219.2,11.50533,30.32007,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:30 AM,12/20/2024 15:44:57,90.21043,83.34999,-56.58107,97.48145,58.42315,0,214235.2,11.50978,30.58667,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:30 AM,12/20/2024 15:44:57,90.21043,83.34999,-56.58107,97.48145,58.42315,0,214251.2,11.51422,30.85352,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:31 AM,12/20/2024 15:44:57,90.21043,83.34999,-56.58107,97.48145,58.42315,0,214267.2,11.51867,31.12012,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:31 AM,12/20/2024 15:44:57,93.67731,83.19998,-56.79441,97.4444,58.2898,0,214283.2,11.52311,31.38672,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:31 AM,12/20/2024 15:44:57,93.67731,83.19998,-56.79441,97.4444,58.2898,0,214299.2,11.52756,31.65332,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:31 AM,12/20/2024 15:44:57,93.67731,83.19998,-56.79441,97.4444,58.2898,0,214315.2,11.532,31.92017,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:32 AM,12/20/2024 15:44:57,97.1442,83.04997,-57.00776,97.40736,58.15645,0,214331.2,11.53645,32.18677,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:32 AM,12/20/2024 15:44:57,97.1442,83.04997,-57.00776,97.40736,58.15645,0,214347.2,11.54089,32.45337,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:32 AM,12/20/2024 15:44:57,97.1442,83.04997,-57.00776,97.40736,58.15645,0,214363.2,11.54533,32.71997,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:32 AM,12/20/2024 15:44:57,100,82.90001,-57.22104,97.37034,58.02314,0,214379.2,11.54978,32.98682,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:33 AM,12/20/2024 15:44:57,100,82.90001,-57.22104,97.37034,58.02314,0,214395.2,11.55422,33.25342,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:33 AM,12/20/2024 15:44:57,100,82.90001,-57.22104,97.37034,58.02314,0,214411.2,11.55867,33.52002,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:33 AM,12/20/2024 15:44:57,99.9365,82.75,-57.43438,97.3333,57.88979,0,214427.2,11.56311,33.78687,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:34 AM,12/20/2024 15:44:57,99.9365,82.75,-57.43438,97.3333,57.88979,0,214443.2,11.56755,34.05347,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:34 AM,12/20/2024 15:44:57,99.9365,82.75,-57.43438,97.3333,57.88979,0,214459.2,11.572,34.32007,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:34 AM,12/20/2024 15:44:57,99.873,82.59999,-57.64773,97.29626,57.75644,0,214475.2,11.57645,34.58667,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:34 AM,12/20/2024 15:44:57,99.873,82.59999,-57.64773,97.29626,57.75644,0,214491.2,11.58089,34.85352,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:35 AM,12/20/2024 15:44:57,99.873,82.59999,-57.64773,97.29626,57.75644,0,214507.2,11.58533,35.12012,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:35 AM,12/20/2024 15:44:57,99.8095,82.44998,-57.86107,97.25922,57.62308,0,214523.2,11.58978,35.38672,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:35 AM,12/20/2024 15:44:57,99.8095,82.44998,-57.86107,97.25922,57.62308,0,214539.2,11.59422,35.65332,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:35 AM,12/20/2024 15:44:57,99.8095,82.44998,-57.86107,97.25922,57.62308,0,214555.2,11.59867,35.92017,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:36 AM,12/20/2024 15:44:58,99.746,82.29997,-58.07442,97.22218,57.48973,0,214571.2,11.60311,36.18677,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:36 AM,12/20/2024 15:44:58,99.746,82.29997,-58.07442,97.22218,57.48973,0,214587.2,11.60756,36.45337,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:36 AM,12/20/2024 15:44:58,99.746,82.29997,-58.07442,97.22218,57.48973,0,214603.2,11.612,36.71997,Tuesday
1131.349,45.89624,1025.367,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:36 AM,12/20/2024 15:44:58,99.68253,82.15001,-58.2877,97.18515,57.35642,0,214619.2,11.61644,36.98682,Tuesday
1131.328,45.89624,1025.321,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:37 AM,12/20/2024 15:44:58,99.68253,82.15001,-58.2877,97.18515,57.35642,0,214635.2,11.62089,37.25342,Tuesday
1131.272,45.89624,1025.193,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:37 AM,12/20/2024 15:44:58,99.68253,82.15001,-58.2877,97.18515,57.35642,0,214651.2,11.62534,37.52002,Tuesday
1131.194,45.89624,1025.019,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:37 AM,12/20/2024 15:44:58,99.61903,82,-58.50104,97.14811,57.22307,0,214667.2,11.62978,37.78687,Tuesday
1131.109,45.89624,1024.828,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:38 AM,12/20/2024 15:44:58,99.61903,82,-58.50104,97.14811,57.22307,0,214683.2,11.63422,38.05347,Tuesday
1131.032,45.89624,1024.655,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:38 AM,12/20/2024 15:44:58,99.61903,82,-58.50104,97.14811,57.22307,0,214699.2,11.63867,38.32007,Tuesday
1130.975,45.89624,1024.526,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:38 AM,12/20/2024 15:44:58,99.55553,81.84999,-58.71439,97.11107,57.08972,0,214715.2,11.64311,38.58667,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:38 AM,12/20/2024 15:44:58,99.55553,81.84999,-58.71439,97.11107,57.08972,0,214731.2,11.64756,38.85352,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:39 AM,12/20/2024 15:44:58,99.55553,81.84999,-58.71439,97.11107,57.08972,0,214747.2,11.652,39.12012,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:39 AM,12/20/2024 15:44:58,99.49203,81.69998,-58.92773,97.07403,56.95637,0,214763.2,11.65644,39.38672,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:39 AM,12/20/2024 15:44:58,99.49203,81.69998,-58.92773,97.07403,56.95637,0,214779.2,11.66089,39.65332,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:39 AM,12/20/2024 15:44:58,99.49203,81.69998,-58.92773,97.07403,56.95637,0,214795.2,11.66533,39.92017,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:40 AM,12/20/2024 15:44:58,99.42853,81.54997,-59.14108,97.03699,56.82302,0,214811.2,11.66978,40.18677,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:40 AM,12/20/2024 15:44:58,99.42853,81.54997,-59.14108,97.03699,56.82302,0,214827.2,11.67422,40.45337,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:40 AM,12/20/2024 15:44:58,99.42853,81.54997,-59.14108,97.03699,56.82302,0,214843.2,11.67867,40.71997,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:40 AM,12/20/2024 15:44:58,99.36505,81.40001,-59.35435,96.99996,56.68971,0,214859.2,11.68311,40.98682,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:41 AM,12/20/2024 15:44:58,99.36505,81.40001,-59.35435,96.99996,56.68971,0,214875.2,11.68756,41.25342,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:41 AM,12/20/2024 15:44:58,99.36505,81.40001,-59.35435,96.99996,56.68971,0,214891.2,11.692,41.52002,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:41 AM,12/20/2024 15:44:58,99.30155,81.25,-59.5677,96.96292,56.55636,0,214907.2,11.69645,41.78687,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:42 AM,12/20/2024 15:44:58,99.30155,81.25,-59.5677,96.96292,56.55636,0,214923.2,11.70089,42.05347,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:42 AM,12/20/2024 15:44:58,99.30155,81.25,-59.5677,96.96292,56.55636,0,214939.2,11.70533,42.32007,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:42 AM,12/20/2024 15:44:58,99.23805,81.09999,-59.78104,96.92588,56.42301,0,214955.2,11.70978,42.58667,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:42 AM,12/20/2024 15:44:58,99.23805,81.09999,-59.78104,96.92588,56.42301,0,214971.2,11.71422,42.85352,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:43 AM,12/20/2024 15:44:58,99.23805,81.09999,-59.78104,96.92588,56.42301,0,214987.2,11.71867,43.12012,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:43 AM,12/20/2024 15:44:58,99.17455,80.94998,-59.99439,96.88884,56.28966,0,215003.2,11.72311,43.38672,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:43 AM,12/20/2024 15:44:58,99.17455,80.94998,-59.99439,96.88884,56.28966,0,215019.2,11.72755,43.65332,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:43 AM,12/20/2024 15:44:58,99.17455,80.94998,-59.99439,96.88884,56.28966,0,215035.2,11.732,43.92017,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:44 AM,12/20/2024 15:44:59,99.11105,80.79997,-60.20773,96.8518,56.15631,0,215051.2,11.73645,44.18677,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:44 AM,12/20/2024 15:44:59,99.11105,80.79997,-60.20773,96.8518,56.15631,0,215067.2,11.74089,44.45337,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:44 AM,12/20/2024 15:44:59,99.11105,80.79997,-60.20773,96.8518,56.15631,0,215083.2,11.74533,44.71997,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:44 AM,12/20/2024 15:44:59,99.04758,80.65001,-60.42101,96.81477,56.023,0,215099.2,11.74978,44.98682,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:45 AM,12/20/2024 15:44:59,99.04758,80.65001,-60.42101,96.81477,56.023,0,215115.2,11.75422,45.25342,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:45 AM,12/20/2024 15:44:59,99.04758,80.65001,-60.42101,96.81477,56.023,0,215131.2,11.75867,45.52002,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:45 AM,12/20/2024 15:44:59,98.98408,80.5,-60.63436,96.77773,55.88964,0,215147.2,11.76311,45.78687,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:46 AM,12/20/2024 15:44:59,98.98408,80.5,-60.63436,96.77773,55.88964,0,215163.2,11.76756,46.05347,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:46 AM,12/20/2024 15:44:59,98.98408,80.5,-60.63436,96.77773,55.88964,0,215179.2,11.772,46.32007,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:46 AM,12/20/2024 15:44:59,98.92058,80.34999,-60.8477,96.74069,55.75629,0,215195.2,11.77644,46.58667,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:46 AM,12/20/2024 15:44:59,98.92058,80.34999,-60.8477,96.74069,55.75629,0,215211.2,11.78089,46.85352,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:47 AM,12/20/2024 15:44:59,98.92058,80.34999,-60.8477,96.74069,55.75629,0,215227.2,11.78534,47.12012,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:47 AM,12/20/2024 15:44:59,98.92058,80.19998,-61.06105,96.74069,55.75629,0,215243.2,11.78978,47.38672,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:47 AM,12/20/2024 15:44:59,98.85708,80.19998,-61.06105,96.70365,55.62294,0,215259.2,11.79422,47.65332,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:47 AM,12/20/2024 15:44:59,98.85708,80.19998,-61.06105,96.70365,55.62294,0,215275.2,11.79867,47.92017,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:48 AM,12/20/2024 15:44:59,98.79358,80.04997,-61.25439,96.66661,55.48959,0,215291.2,11.80311,48.18677,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:48 AM,12/20/2024 15:44:59,98.79358,80.04997,-61.25439,96.66661,55.48959,0,215307.2,11.80756,48.45337,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:48 AM,12/20/2024 15:44:59,98.79358,80.04997,-61.25439,96.66661,55.48959,0,215323.2,11.812,48.71997,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:48 AM,12/20/2024 15:44:59,98.7301,79.90001,-61.44768,96.62959,55.35628,0,215339.2,11.81644,48.98682,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:49 AM,12/20/2024 15:44:59,98.7301,79.90001,-61.44768,96.62959,55.35628,0,215355.2,11.82089,49.25342,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:49 AM,12/20/2024 15:44:59,98.7301,79.90001,-61.44768,96.62959,55.35628,0,215371.2,11.82533,49.52002,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:49 AM,12/20/2024 15:44:59,98.6666,79.75,-61.64102,96.59254,55.22293,0,215387.2,11.82978,49.78687,Tuesday
1130.953,45.89624,1024.477,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:50 AM,12/20/2024 15:44:59,98.6666,79.75,-61.64102,96.59254,55.22293,0,215403.2,11.83422,50.05347,Tuesday
1130.95,45.89624,1024.472,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:50 AM,12/20/2024 15:44:59,98.6666,79.75,-61.64102,96.59254,55.22293,0,215419.2,11.83867,50.32007,Tuesday
1130.666,45.89624,1024.099,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:50 AM,12/20/2024 15:44:59,98.6031,79.59999,-61.83437,96.5555,55.08958,0,215435.2,11.84311,50.58667,Tuesday
1130.428,45.89624,1023.786,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:50 AM,12/20/2024 15:44:59,98.6031,79.59999,-61.83437,96.5555,55.08958,0,215451.2,11.84756,50.85352,Tuesday
1130.164,45.89624,1023.438,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:51 AM,12/20/2024 15:44:59,98.6031,79.59999,-61.83437,96.5555,55.08958,0,215467.2,11.852,51.12012,Tuesday
1129.9,45.89624,1023.091,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:51 AM,12/20/2024 15:44:59,98.5396,79.44998,-62.02771,96.51846,54.95623,0,215483.2,11.85645,51.38672,Tuesday
1129.636,45.89624,1022.743,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:51 AM,12/20/2024 15:44:59,98.5396,79.44998,-62.02771,96.51846,54.95623,0,215499.2,11.86089,51.65332,Tuesday
1129.372,45.89624,1022.396,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:51 AM,12/20/2024 15:44:59,98.5396,79.44998,-62.02771,96.51846,54.95623,0,215515.2,11.86533,51.92017,Tuesday
1129.058,45.89624,1022.104,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:52 AM,12/20/2024 15:45:00,98.4761,79.29997,-62.22105,96.48142,54.82288,0,215531.2,11.86978,52.18677,Tuesday
1128.751,45.89624,1022.08,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:52 AM,12/20/2024 15:45:00,98.4761,79.29997,-62.22105,96.48142,54.82288,0,215547.2,11.87422,52.45337,Tuesday
1128.738,45.89624,1022.088,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:52 AM,12/20/2024 15:45:00,98.4761,79.29997,-62.22105,96.48142,54.82288,0,215563.2,11.87867,52.71997,Tuesday
1128.738,45.89624,1022.088,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:52 AM,12/20/2024 15:45:00,98.41263,79.15001,-62.41434,96.4444,54.68957,0,215579.2,11.88311,52.98682,Tuesday
1128.738,45.89624,1022.088,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:53 AM,12/20/2024 15:45:00,98.41263,79.15001,-62.41434,96.4444,54.68957,0,215595.2,11.88756,53.25342,Tuesday
1128.738,45.89624,1022.088,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:53 AM,12/20/2024 15:45:00,98.41263,79.15001,-62.41434,96.4444,54.68957,0,215611.2,11.892,53.52002,Tuesday
1128.738,45.89624,1022.088,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:53 AM,12/20/2024 15:45:00,98.34913,79,-62.60769,96.40736,54.55622,0,215627.2,11.89645,53.78687,Tuesday
1128.592,45.89624,1022.141,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:54 AM,12/20/2024 15:45:00,98.34913,79,-62.60769,96.40736,54.55622,0,215643.2,11.90089,54.05347,Tuesday
1128.457,45.89624,1022.19,1,Paolo test,Bathroom,0,0,0,1,Tue. at 11:54 AM,12/20/2024 15:45:00,98.34913,79,-62.60769,96.40736,54.55622,0,215659.2,11.90533,54.32007,Tuesday
1128.323,45.89624,1022.239,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:54 AM,12/20/2024 15:45:00,98.28563,78.84999,-62.80103,96.37032,54.42287,0,215675.2,11.90978,54.58667,Tuesday
1128.224,45.89624,1022.275,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:54 AM,12/20/2024 15:45:00,98.28563,78.84999,-62.80103,96.37032,54.42287,0,215691.2,11.91422,54.85352,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:55 AM,12/20/2024 15:45:00,98.28563,78.84999,-62.80103,96.37032,54.42287,0,215707.2,11.91867,55.12012,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:55 AM,12/20/2024 15:45:00,98.22213,78.69998,-62.99437,96.33327,54.28952,0,215723.2,11.92311,55.38672,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:55 AM,12/20/2024 15:45:00,98.22213,78.69998,-62.99437,96.33327,54.28952,0,215739.2,11.92756,55.65332,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:55 AM,12/20/2024 15:45:00,98.22213,78.69998,-62.99437,96.33327,54.28952,0,215755.2,11.932,55.92017,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:56 AM,12/20/2024 15:45:00,98.22213,78.54997,-36.91368,96.33327,54.28952,0,215771.2,11.93644,56.18677,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:56 AM,12/20/2024 15:45:00,98.15863,78.54997,-36.91368,96.29623,54.15617,0,215787.2,11.94089,56.45337,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:56 AM,12/20/2024 15:45:00,98.15863,78.54997,-36.91368,96.29623,54.15617,0,215803.2,11.94534,56.71997,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:56 AM,12/20/2024 15:45:00,98.09515,78.40001,-10.84095,96.25921,54.02285,0,215819.2,11.94978,56.98682,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:57 AM,12/20/2024 15:45:00,98.09515,78.40001,-10.84095,96.25921,54.02285,0,215835.2,11.95422,57.25342,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:57 AM,12/20/2024 15:45:00,98.09515,78.40001,-10.84095,96.25921,54.02285,0,215851.2,11.95867,57.52002,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:57 AM,12/20/2024 15:45:00,98.03165,78.25,15.23973,96.22217,53.8895,0,215867.2,11.96311,57.78687,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:58 AM,12/20/2024 15:45:00,98.03165,78.25,15.23973,96.22217,53.8895,0,215883.2,11.96756,58.05347,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:58 AM,12/20/2024 15:45:00,98.03165,78.25,15.23973,96.22217,53.8895,0,215899.2,11.972,58.32007,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:58 AM,12/20/2024 15:45:00,97.96815,78.09999,41.32042,96.18513,53.75615,0,215915.2,11.97644,58.58667,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:58 AM,12/20/2024 15:45:00,97.96815,78.09999,41.32042,96.18513,53.75615,0,215931.2,11.98089,58.85352,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:59 AM,12/20/2024 15:45:00,97.96815,78.09999,41.32042,96.18513,53.75615,0,215947.2,11.98533,59.12012,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:59 AM,12/20/2024 15:45:00,97.90466,77.94998,67.40111,96.14809,53.6228,0,215963.2,11.98978,59.38672,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:59 AM,12/20/2024 15:45:00,97.90466,77.94998,67.40111,96.14809,53.6228,0,215979.2,11.99422,59.65332,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 11:59 AM,12/20/2024 15:45:01,97.90466,77.94998,67.40111,96.14809,53.6228,0,215995.2,11.99867,59.92017,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 12:00 PM,12/20/2024 15:45:01,97.84116,77.79997,93.4818,96.11105,53.48945,0,216011.2,12.00311,0.1867676,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 12:00 PM,12/20/2024 15:45:01,97.84116,77.79997,93.4818,96.11105,53.48945,0,216027.2,12.00756,0.4533691,Tuesday
1128.189,45.89624,1022.288,1,Paolo test,Unknown,0,0,0,0,Tue. at 12:00 PM,12/20/2024 15:45:01,87.84116,77.79997,93.4818,96.11105,53.48945,0,216043.2,12.012,0.7199707,Tuesday
